Код	Артикул	Наименование	Полное наименование	Цена роз.	Цена сайт
Ноутбуки					
64070	CRS317-1G-16S+RM	Коммутатор MikroTik CRS317-1G-16S+RM	Коммутатор, MikroTik, CRS317-1G-16S+RM, Cloud Router Switch, 16xSFP+ cages, RouterOS/SwitchOS (dual boot), Dual redundant PSU, 1U rackmount, -20°C to 60°C	330000.0	313500.0
84062	CSS318-16G-2S+IN	Коммутатор MikroTik CSS318-16G-2S+IN	Коммутатор, MikroTik, CSS318-16G-2S+IN, Cloud Smart Switch, 16xGigabit LAN, 2xSFP+, RouterOS/SwitchOS (dual boot), desktop case, -40°C to 60°C	111000.0	105450.0
50236	CSS326-24G-2S+RM	Коммутатор MikroTik CSS326-24G-2S+RM	Коммутатор, MikroTik, CSS326-24G-2S+RM, Cloud Smart Switch , 24 порта 10/100/1000M, 2 порта SFP+, Passive PoE in, SwOS, -20°C to 70°C, стоечный 1U	117000.0	111150.0
64072	CRS326-24S+2Q+RM	Коммутатор MikroTik CRS326-24S+2Q+RM	Коммутатор, MikroTik, CRS326-24S+2Q+RM, Cloud Router Switch, 2 x 40G QSFP+ cages, 24 10G SFP+ cages, 1x LAN port for management, RouterOS/SwitchOS (dual boot), 1U rackmount enclosure, Dual redundant PSU, -20°C to 60°C	406500.0	386175.0
50242	CRS354-48G-4S+2Q+RM	Коммутатор MikroTik CRS354-48G-4S+2Q+RM	Коммутатор, MikroTik, CRS354-48G-4S+2Q+RM, Cloud Router Switch , 48 портов 10/100/1000M, 4 порта SFP+, 2 порта 40G QSFP+, RouterOS (5) / SwitchOS, -20°C to 60°C, стоечный 1U	428000.0	406600.0
64071	CRS326-24G-2S+IN	Коммутатор MikroTik CRS326-24G-2S+IN	Коммутатор, MikroTik, CRS326-24G-2S+IN, Cloud Router Switch, 24xGigabit LAN, 2xSFP+, PoE in -Passive PoE, RouterOS/SwitchOS (dual boot), desktop case, -40°C to 60°C	147500.0	140125.0
65445	CRS510-8XS-2XQ-IN	Коммутатор MikroTik CRS510-8XS-2XQ-IN	Коммутатор, MikroTik, CRS510-8XS-2XQ-IN, Cloud Router Switch ,1 порт 100М, 8 портов 25G SFP28, 2 порта 100G QSFP28, RouterOS (7), -20°C to 60°C	629000.0	597550.0
72076	CRS520-4XS-16XQ-RM	Коммутатор MikroTik CRS520-4XS-16XQ-RM	Коммутатор, MikroTik, CRS520-4XS-16XQ-RM, Cloud Router Switch, 2 порта 1G/2.5G/5G/10G, 4 порта 25G SFP28, 16 портов 100G QSFP28, RouterOS v7, -20°С до 50 °C	1475000.0	1401250.0
79775	LS-1600V2-18P-GL	Коммутатор H3C LS-1600V2-18P-GL	Коммутатор, H3C, LS-1600V2-18P-GL, управляемый L2, 16*10/100/1000BASE-T RJ45 , 2*1G SFP	75000.0	71250.0
79777	LS-1600V2-26P-GL	Коммутатор H3C LS-1600V2-26P-GL	Коммутатор, H3C, LS-1600V2-26P-GL, управляемый L2, 24*10/100/1000BASE-T RJ45 , 2*1G SFP	93000.0	88350.0
79779	LS-1600V2-26S-GL	Коммутатор H3C LS-1600V2-26S-GL	Коммутатор, H3C, LS-1600V2-26S-GL, управляемый L2, 24*10/100/1000BASE-T RJ45 , 2*1G/10G SFP+	110500.0	104975.0
53109	LS-1850V2-10P-EI-GL	Коммутатор H3C LS-1850V2-10P-EI-GL	Коммутатор, H3C, LS-1850V2-10P-EI-GL, Управляемый L2, 8 портов 10/100/1000M, 2 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	73144.0	69486.8
53102	LS-1850V2-28P-EI-GL	Коммутатор H3C LS-1850V2-28P-EI-GL	Коммутатор, H3C, LS-1850V2-28P-EI-GL, Управляемый L2, 24 порта 10/100/1000M , 4 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	126000.0	119700.0
57202	LS-1850V2-28X-GL	Коммутатор H3C LS-1850V2-28X-GL	Коммутатор, H3C, LS-1850V2-28X-GL, Управляемый L2, 24 порта 10/100/1000M , 4 порта 1000M SFP+, AC 100~240 В, -10°C ~ +55°C	150000.0	142500.0
53106	LS-1850V2-52P-EI-GL	Коммутатор H3C LS-1850V2-52P-EI-GL	Коммутатор, H3C, LS-1850V2-52P-EI-GL, Управляемый L2, 48 портов 10/100/1000M , 4 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C	207500.0	197125.0
57205	LS-1850V2-52X-GL	Коммутатор H3C LS-1850V2-52X-GL	Коммутатор, H3C, LS-1850V2-52X-GL, Управляемый L2, 48 портов 10/100/1000M , 4 порта 1000M SFP+, AC 100~240 В, -10°C ~ +55°C	309543.0	294065.85
53113	LS5120V3-10P-LI-GL Switch	Коммутатор H3C LS5120V3-10P-LI-GL Switch	Коммутатор, H3C, LS5120V3-10P-LI-GL Switch, Управляемый L3, 8 портов 10/100/1000M, 2 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	97103.0	92247.84999999999
42870	LS-5120V2-28P-LI-GL	Коммутатор H3C LS-5120V2-28P-LI-GL	Коммутатор, H3C, LS-5120V2-28P-LI-GL, Управляемый L2+, 24 порта 10/100/1000M , 4 порта 1000M SFP, AC 100~240 В, -10°C ~ +55°C	140467.0	133443.65
53114	LS5120V3-20P-LI-GL Switch	Коммутатор H3C LS5120V3-20P-LI-GL Switch	Коммутатор, H3C, LS5120V3-20P-LI-GL Switch, Управляемый L3, 16 порта 10/100/1000M, 4 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	122400.0	116280.0
53111	LS5120V3-28P-LI-GL Switch	Коммутатор H3C LS5120V3-28P-LI-GL Switch	Коммутатор, H3C, LS5120V3-28P-LI-GL Switch, Управляемый L3, 24 порта 10/100/1000M, 4 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	146000.0	138700.0
53119	LS5120V3-28S-LI-GL Switch	Коммутатор H3C LS5120V3-28S-LI-GL Switch	Коммутатор, H3C, LS5120V3-28S-LI-GL Switch, Управляемый L3, 24 порта 10/100/1000M, 4 порта SFP+ 10G, AC 100~240 В, -5°C ~ +50°C, стоечный	247500.0	235125.0
53117	LS5120V3-52P-LI-GL Switch	Коммутатор H3C LS5120V3-52P-LI-GL Switch	Коммутатор, H3C, LS5120V3-52P-LI-GL Switch, Управляемый L3, 48 портов 10/100/1000M, 4 порта 1000M SFP, AC 100~240 В, -5°C ~ +50°C, стоечный	264635.0	251403.25
53112	LS-5120V3-52S-LI-GL Switc	Коммутатор H3C LS5120V3-52S-LI-GL Switch	Коммутатор, H3C, LS5120V3-52S-LI-GL Switch, Управляемый L3, 48 портов 10/100/1000M, 4 порта SFP+ 10G, AC 100~240 В, -5°C ~ +50°C, стоечный	377000.0	358150.0
57207	LS-5120V3-28F-LI-GL	Коммутатор H3C LS-5120V3-28F-LI-GL	Коммутатор, H3C, LS-5120V3-28F-LI-GL, Управляемый L3, 24 порта 1000M SFP, 2 порта combo SFP/RJ45 1000M, 2 порта 1000M SFP+, AC 100~240 В, -10°C ~ +55°C	287500.0	273125.0
49062	LS-5170-28S-EI-GL	Коммутатор H3C LS-5170-28S-EI-GL	Коммутатор, H3C, LS-5170-28S-EI-GL, Управляемый L3, 24 порта 10/100/1000M, 4 порта 10G SFP+, AC 100~240 В, -10°C ~ +55°C	222560.0	211432.0
36084	LS-5016PV3-EI-GL	Коммутатор H3C LS-5016PV3-EI-GL	Коммутатор, H3C, LS-5016PV3-EI-GL, Управляемый L2, 16 портов 10/100/1000M , 4 порта 1000M SFP, AC 100~240 В, -10°C ~ +55°C	123288.0	117123.59999999999
45480	LS-5560S-28P-SI-GL	Коммутатор H3C LS-5560S-28P-SI-GL	Коммутатор, H3C, LS-5560S-28P-SI-GL, Управляемый L3, 24 порта 10/100/1000M, 4 порта 1000M SFP, AC 100~240 В, -10°C ~ +55°C	324558.0	308330.1
53097	LS5560S-52P-SI-GL Switch	Коммутатор H3C LS5560S-52P-SI-GL Switch	Коммутатор, H3C, LS5560S-52P-SI-GL Switch, Управляемый L3, 48 портов 10/100/1000M , 4 порта 1000M SFP, AC 100~240 В, 0°C ~ +45°C, стоечный	658198.0	625288.1
38166	LS-5560X-30F-EI-GL	Коммутатор H3C LS-5560X-30F-EI-GL	Коммутатор, H3C, LS-5560X-30F-EI-GL, Управляемый, L3, 24  GE SFP, 8  Combo (GE RJ45/SFP), 4  10GE SFP+, 2 слота расширения, Dual AC, Резервируемые блоки питания, 1U, Металл	779987.0	740987.65
58900	LS-6520X-16ST-SI-GL	Коммутатор H3C LS-6520X-16ST-SI-GL	Коммутатор, H3C, LS-6520X-16ST-SI-GL, Управляемый L3, 16 портов SFP+ 1/10G (2 совмещенных мультигигабитных порта 1G/2.5G/5G/10G Base-T), БЕЗ БЛОКОВ ПИТАНИЯ	712500.0	676875.0
61698	LS-6520X-10XT-SI	Коммутатор H3C LS-6520X-10XT-SI	Коммутатор, H3C, LS-6520X-10XT-SI, Управляемый L3, 8 мультигигабитных портов 1G/2.5G/5G/10G Base-T + 2 порта SFP+ 1/10G, Рабочая температура 0°C .. 45°C	682000.0	647900.0
61700	LS-6520X-24ST-SI-GL	Коммутатор H3C LS-6520X-24ST-SI-GL	Коммутатор, H3C, LS-6520X-24ST-SI-GL, Управляемый L3, 24 порта SFP+ 1/10G (2 совмещенных мультигигабитных порта 1G/2.5G/5G/10G Base-T) Рабочая температура 0°C .. 45°C, БЕЗ БЛОКА ПИТАНИЯ	829464.0	787990.7999999999
61172	LS-6520X-16XT-SI	Коммутатор H3C LS-6520X-16XT-SI	Коммутатор, H3C, LS-6520X-16XT-SI, Управляемый L3, 14 мультигигабитных портов 1G/2.5G/5G/10G Base-T + 2 порта SFP+ 1/10G	815875.0	775081.25
42720	PSR75-12A-GL	Блок питания H3C PSR75-12A-GL	Блок питания, H3C, PSR75-12A-GL	71519.0	67943.05
67599	GWN7711	Коммутатор Grandstream GWN7711	Коммутатор, Grandstream, GWN7711, Управляемый L2, 8 портов RJ-45 10/100/1000 Мбит/с, Бесшумный режим: без вентилятора, Настольный/настенный, корпус: Пластик	15530.0	14753.5
51232	GWN7801	Коммутатор Grandstream GWN7801	Коммутатор, Grandstream, GWN7801, Управляемый L2+, 8x GbE RJ45, 2x SFP, стоечный	61450.0	58377.5
51234	GWN7802	Коммутатор Grandstream GWN7802	Коммутатор, Grandstream, GWN7802, Управляемый L2+, 16x GbE RJ45, 4x SFP, стоечный	103490.0	98315.5
51236	GWN7803	Коммутатор Grandstream GWN7803	Коммутатор, Grandstream, GWN7803, Управляемый L2+, 24x GbE RJ45, 4x SFP, стоечный	122250.0	116137.5
67601	GWN7806	Коммутатор Grandstream GWN7806	Коммутатор, Grandstream, GWN7806, Управляемый L2+, 48 портов RJ-45 10/100/1000 Мбит/с, 6 портов SFP+, стекируемый, Настольный/в стойку	242550.0	230422.5
67610	GWN7830	Коммутатор Grandstream GWN7830	Коммутатор, Grandstream, GWN7830, Управляемый L3, 6 портов SFP, 4 порта SFP+, 2 порта RJ-45 10/100/1000 Мбит/с, Настольный/в стойку	119660.0	113677.0
67603	GWN7811	Коммутатор Grandstream GWN7811	Коммутатор, Grandstream, GWN7811, Управляемый L3, 8 портов RJ-45 10/100/1000 Мбит/с, 2 порта SFP+, без вентилятора, Настольный/в стойку	76970.0	73121.5
67612	GWN7832	Коммутатор Grandstream GWN7832	Коммутатор, Grandstream, GWN7832, Управляемый L3, 12 портов SFP+, настольный/в стойку	177870.0	168976.5
67611	GWN7831	Коммутатор Grandstream GWN7831	Коммутатор, Grandstream, GWN7831, Управляемый L3, 24 порта SFP, 4 порта SFP+, 4 комбо порта RJ-45/SFP, дополнительный резервный блок питания (опция), Настольный/в стойку	242550.0	230422.5
67606	GWN7813	Коммутатор Grandstream GWN7813	Коммутатор, Grandstream, GWN7813, Управляемый L3, 24 порта RJ-45 10/100/1000 Мбит/с, 4 порта SFP+, стеки4руемый, дополнительный резервный блок питания (опция), настольный/в стойку	152000.0	144400.0
67608	GWN7816	Коммутатор Grandstream GWN7816	Коммутатор, Grandstream, GWN7816, Управляемый L3, 48 портов RJ-45 10/100/1000 Мбит/с, 6 портов SFP+, дополнительный резервный блок питания (опция), Настольный/в стойку	316290.0	300475.5
42594	S2228-B	Коммутатор BDCOM S2228-B	Коммутатор, BDCOM, S2228-B, Управляемый L2+, 24 порта 10/100M RJ45, 2 порта 10/100/1000M RJ45, 2 порта 100/1000М SFP, Стоечный 1U,	73546.0	69868.7
80524	S2500-8T2S	Коммутатор BDCOM S2500-8T2S	Коммутатор, BDCOM, S2500-8T2S, Управляемый L3-lite, 8 портов 10/100/1000M RJ45, 2 порта 1000М SFP, Без вентилятора, Настольный/стоечный	60500.0	57475.0
42761	S2510-C	Коммутатор BDCOM S2510-C	Коммутатор, BDCOM, S2510-C, Управляемый L2, 8 портов 10/100/1000M RJ45, 2 порта 1000М SFP, Без вентилятора, Настольный/стоечный	67500.0	64125.0
42584	S2528-C	Коммутатор BDCOM S2528-C	Коммутатор, BDCOM, S2528-C, Управляемый L2+, 24 порта 10/100/1000M RJ45, 4 порта 100/1000М SFP, Стоечный 1U	121000.0	114950.0
80195	S2900-8T4X	Коммутатор BDCOM S2900-8T4X	Коммутатор, BDCOM, S2900-8T4X, Управляемый L3-lite, 8 портов 10/100/1000М RJ45, 4 порта SFP+, 1U	75500.0	71725.0
42762	S2900-24T4X	Коммутатор BDCOM S2900-24T4X	Коммутатор, BDCOM, S2900-24T4X, Управляемый L2+, 24 порта 10/100/1000M RJ45, 4 порта 10G SFP+, Без вентилятора, Стоечный	150000.0	142500.0
42763	S2900-24S8C4X	Коммутатор BDCOM S2900-24S8C4X	Коммутатор, BDCOM, S2900-24S8C4X, Управляемый L2+, 16 портов 1000M SFP, 8 комбо-портов 1000М SFP/RJ45, 4 порта 10G SFP+, Стоечный	278000.0	264100.0
42765	S2900-48T6X	Коммутатор BDCOM S2900-48T6X	Коммутатор, BDCOM, S2900-48T6X, Управляемый L2+, 48 портов 10/100/1000M RJ45, 6 портов 10G SFP+, Стоечный	335106.0	318350.7
42768	S3900-24T6X	Коммутатор BDCOM S3900-24T6X	Коммутатор, BDCOM, S3900-24T6X, Управляемый L3, 24 порта 10/100/1000M RJ45, 6 портов 10G SFP+, Поддержка 2-х блоков питания, Стоечный	320000.0	304000.0
58568	S2900-48S6X	Коммутатор BDCOM S2900-48S6X	Коммутатор, BDCOM, S2900-48S6X, Управляемый L3, 48 портов SFP, 6 портов 10G SFP+, один блок питания AC-220V, с вентилятором охлаждения, 1U,, Стоечный	385000.0	365750.0
49217	DGS-1100-16V2/A2A	Коммутатор D-Link DGS-1100-16V2/A2A	Коммутатор, D-Link, DGS-1100-16V2/A2A, 19-дюймовый стоечный, 16 портов 10/100/1000M RJ45, Управляемый L2, Корпус металл, 1U	74200.0	70490.0
38811	DGS-1210-10/F1A	Коммутатор D-Link DGS-1210-10/F1A	Коммутатор, D-Link, DGS-1210-10/F1A, Управляемый L2, 8 портов 10/100/1000Base-T и 2 порта 1000Base-X SFP	79800.0	75810.0
79714	DGS-1210-10/ME/B2A	Коммутатор D-Link DGS-1210-10/ME/B2A	Коммутатор, D-Link, DGS-1210-10/ME/B2A, Управляемый, 8 портов 10/100/1000М RJ-45 + 2 порта SFP, Корпус металл, 1U	137200.0	130340.0
79708	DGS-1210-16/G2A	Коммутатор D-Link DGS-1210-16/G2A	Коммутатор, D-Link, DGS-1210-16/G2A, Управляемый L2, 16 портов 10/100/1000Base-T, 4 комбо-порта 100/1000Base-T/SFP, 1U	119000.0	113050.0
52036	DGS-1210-20/F2A	Коммутатор D-Link DGS-1210-20/F2A	Коммутатор, D-Link, DGS-1210-20/F2A, Управляемый L2, 16 портов 10/100/1000Base-T и 4 комбо-порта 100/1000Base-T/SFP, 1U	114667.0	108933.65
52037	DGS-1210-26/F3A	Коммутатор D-Link DGS-1210-26/F3A	Коммутатор, D-Link, DGS-1210-26/F3A, Управляемый L2, 24 порта 10/100/1000Base-T и 2 комбо-порта 100/1000Base-T/SFP, 1U	110000.0	104500.0
52038	DGS-1210-28/F3A	Коммутатор D-Link DGS-1210-28/F3A	Коммутатор, D-Link, DGS-1210-28/F3A, Настраиваемый L2 коммутатор с 24 портами 10/100/1000Base-T и 4 комбо-портами 100/1000Base-T/SFP.	95000.0	90250.0
76158	DGS-1210-28/FL2A	Коммутатор D-Link DGS-1210-28/FL2A	Коммутатор, D-Link, DGS-1210-28/FL2A, Управляемый L2 коммутатор с 24 портами 10/100/1000Base-T и 4 комбо-портами 100/1000Base-T/SFP	142000.0	134900.0
