Код	Артикул	Наименование	Полное наименование	Цена роз.	Цена сайт
Ноутбуки					
69718	DS-9632NI-M8	Видеорегистратор Hikvision DS-9632NI-M8	Видеорегистратор, Hikvision,DS-9632NI-M8,32 канала, H.265+/H.265/H.264+/H.264, Разрешение записи: 8K, 4K, Full HD, D1, CIF, 320 Мбит/с, RAID 0, 1, 5, 6, 10, 1 eSATA, 8 HDD 16 ТБ, 2U	1.0	0.95
68738	DS-7732NXI-I4/S(E)	Сетевой видеорегистратор Hikvision DS-7732NXI-I4/S(E)	Сетевой видеорегистратор, Hikvision, DS-7732NXI-I4/S(E), 32 канала, H.265+/H.265/H.264+/H.264, AcuSense, Разрешение записи: 4K, Full HD, D1, CIF, 256 Мбит/с, Интеллектуальная аналитика, Обнаружение движения 2.0, 4 SATA HDD 14 ТБ,	427253.0	405890.35
84315	NVR-232MH-K	Сетевой видеорегистратор HiLook NVR-232MH-K	Сетевой видеорегистратор, HiLook, NVR-232MH-K	145945.0	138647.75
84318	DS-7732NXI-K4(E)	Сетевой видеорегистратор Hikvision DS-7732NXI-K4(E)	Сетевой видеорегистратор, Hikvision, DS-7732NXI-K4(E), 32 канала, Форматы сжатия видео: H.265+, H.265, H.264+, H.264	269623.0	256141.84999999998
80732	DS-7732NI-M4	Сетевой видеорегистратор Hikvision DS-7732NI-M4	Сетевой видеорегистратор, Hikvision, DS-7732NI-M4, 32 канала, H.265+/H.265/H.264+/H.264, Разрешение записи: 4K, Full HD, D1, CIF, 256 Мбит/с, 4 SATA HDD 10 ТБ, 1.5U	427253.0	405890.35
82341	DS-7732NXI-I4/VPro	Сетевой видеорегистратор Hikvision DS-7732NXI-I4/VPro	Сетевой видеорегистратор, Hikvision, DS-7732NXI-I4/VPro, 32 канала, H.265+, H.265, H.264+, H.264	551448.0	523875.6
86925	DS-7632NXI-K2/VPro	Сетевой видеорегистратор Hikvision DS-7632NXI-K2/VPro	Сетевой видеорегистратор, Hikvision, DS-7632NXI-K2/VPro, 32 канала,	242957.0	230809.15
86922	DS-7732NI-Q4(C)	Сетевой видеорегистратор Hikvision DS-7732NI-Q4(C)	Сетевой видеорегистратор, Hikvision, DS-7732NI-Q4(C)	207992.0	197592.4
Многоканальные видеорегистраторы					0.0
49577	DHI-NVR5864-EI	Сетевой видеорегистратор Dahua DHI-NVR5864-EI	Сетевой видеорегистратор, Dahua, DHI-NVR5864-EI, 64 канала, 2U, 8HDD, WizSense	1331250.0	1264687.5
79930	DHI-NVR5464-EI2	Сетевой видеорегистратор Dahua DHI-NVR5464-EI2	Сетевой видеорегистратор, Dahua, DHI-NVR5464-EI2, 64 канала, 1.5U, 4HDD, WizSense	765600.0	727320.0
80644	DHI-NVR5864-EI2	Сетевой видеорегистратор Dahua DHI-NVR5864-EI2	Сетевой видеорегистратор, Dahua, DHI-NVR5864-EI2, 64 канала, 2U, 8HDD, WizSense	1481190.0	1407130.5
85452	DHI-NVR5864-XI/Pro	Сетевой видеорегистратор Dahua DHI-NVR5864-XI/Pro	Сетевой видеорегистратор, Dahua, DHI-NVR5864-XI/Pro, 64 канала, 8 HDD, WizSense	1.0	0.95
52150	DHI-NVR608RH-128-XI	Сетевой видеорегистратор Dahua DHI-NVR608RH-128-XI	"Сетевой видеорегистратор, Dahua, DHI-NVR608RH-128-XI, Процессор	4-х ядерный процессор, HDD 8 SATA III портов до 20TB каждый, Поддержка горячей замены HDD"	1.0	0.95
48928	EVS5148S	Консоль для системы хранения данных EVS5148S	Консоль для системы хранения данных,, EVS5148S, Встроенное видеохранилище с 48 отсеками	1.0	0.95
53670	DHI-EVS5124S	Консоль для системы хранения данных Dahua DHI-EVS5124S	Консоль для системы хранения данных, Dahua, DHI-EVS5124S, Встроенное видеохранилище с 24 отсеками	1.0	0.95
48597	DHI-EVS5136S	Консоль для системы хранения данных Dahua DHI-EVS5136S	Консоль для системы хранения данных, Dahua, DHI-EVS5136S, Встроенное видеохранилище с 36 отсеками	1.0	0.95
35192	DHI-EVS7124S	Консоль для системы хранения данных Dahua DHI-EVS7124S	Консоль для системы хранения данных, Dahua, DHI-EVS7124S	1.0	0.95
12502	IVS-2120	Видео сервер Planet IVS-2120	Видео сервер, Planet, IVS-2120, 1 порт 10/100 Мбит/с RJ-45+1 порт 100Base-FX SFP + 1 порт BNC	33510.0	31834.5
68750	DS-9664NI-M16	Сетевой видеорегистратор Hikvision DS-9664NI-M16	Сетевой видеорегистратор, Hikvision, DS-9664NI-M16, 64 канала, H.265+/H.265/H.264+/H.264, Разрешение записи: 8K, 4K, Full HD, D1, CIF, 400 Мбит/с, RAID 0, 1, 5, 6, 10, 1 eSATA, 16 HDD 16 ТБ, 3U	1.0	0.95
67761	DS-9664NI-M8	Сетевой видеорегистратор Hikvision DS-9664NI-M8	Сетевой видеорегистратор, Hikvision, DS-9664NI-M8 64 канала, H.265+/H.265/H.264+/H.264, Разрешение записи: 8K, 4K, Full HD, D1, CIF, 320 Мбит/с, RAID, 1 eSATA, 8 HDD 16 ТБ, 2U	1.0	0.95
64387	DS-7764NI-M4	Сетевой видеорегистратор Hikvision DS-7764NI-M4	Сетевой видеорегистратор, Hikvision, DS-7764NI-M4, 64-канальный	559440.0	531468.0
68746	DS-96128NI-M8	Сетевой видеорегистратор Hikvision DS-96128NI-M8	Сетевой видеорегистратор, Hikvision, DS-96128NI-M8, 128 каналов, H.265+/H.265/H.264+/H.264, Разрешение записи: 8K, 4K, Full HD, D1, CIF, 400 Мбит/с, RAID 0, 1, 5, 6, 10, 1 eSATA, 8 HDD 16 ТБ, 2U	1.0	0.95
68747	DS-96128NI-M16	Сетевой видеорегистратор Hikvision DS-96128NI-M16	Сетевой видеорегистратор, Hikvision, DS-96128NI-M16, 128 каналов, H.265+/H.265/H.264+/H.264, Разрешение записи: 8K, 4K, Full HD, D1, CIF, 400 Мбит/с, RAID 0, 1, 5, 6, 10, 1 eSATA, 16 HDD 16 ТБ, 3U	1.0	0.95
68749	DS-96128NI-I24	Сетевой видеорегистратор Hikvision DS-96128NI-I24	Сетевой видеорегистратор, Hikvision, DS-96128NI-I24, 128 каналов, H.265+/H.265/H.264+/H.264, Разрешение записи: 4K, Full HD, D1, CIF, 576 Мбит/с, RAID 0, 1, 5, 6, 10, 1 eSATA, 24 HDD 10 ТБ, 4U	1.0	0.95
84314	DS-8664NXI-I8/S(E)	Сетевой видеорегистратор Hikvision DS-8664NXI-I8/S(E)	Сетевой видеорегистратор, Hikvision, DS-8664NXI-I8/S(E), 64 канала, Форматы сжатия видео: H.265+, H.265, H.264+, H.264	1258740.0	1195803.0
2 мегапиксельные Wi-Fi видеокамеры					0.0
76387	DH-C2K-P	Wi-Fi видеокамера Dahua DH-C2K-P	Wi-Fi видеокамера, Dahua, DH-C2K-P, 2MP, 1920 x 1080, 30 м ИК-подсветка	31200.0	29640.0
81995	DS-2CD2423G2-IW(W)	IP видеокамера Hikvision DS-2CD2423G2-IW(W)	IP видеокамера, Hikvision, DS-2CD2423G2-IW(W)	25974.0	24675.3
3 мегапиксельные Wi-Fi видеокамеры					0.0
62895	DH-C3A	Wi-Fi видеокамера Dahua DH-C3A	Wi-Fi видеокамера, Dahua, DH-C3A, 3 Мп, 5V 1A, Ночной режим, Белый	14900.0	14155.0
76373	DH-T3A-PV	Wi-Fi видеокамера Dahua DH-T3A-PV	Wi-Fi видеокамера, Dahua, DH-T3A-PV, 3MP, 2,8 мм, 30 м ИК-подстветка, поддержка Micro SD до 256 Gb, 12 В	26500.0	25175.0
4 мегапиксельные Wi-Fi видеокамеры					0.0
66027	DH-C4K-P	Wi-Fi видеокамера Dahua DH-C4K-P	"Wi-Fi видеокамера, Dahua, DH-C4K-P, CMOS-матрица 1/3"", адаптер питания в комплекте, ИК-подсветка - до 10 м, Функция день/ночь, 4.0 мега., Объектив: 2,8 мм, DC 12VDC, поддержка Micro SD до 256 Gb, 12 В"	39000.0	37050.0
77237	DS-2CD2443G2-IW (W)	IP Видеокамера Hikvision DS-2CD2443G2-IW (W)	"IP Видеокамера, Hikvision, DS-2CD2443G2-IW (W), 2.8mm ,1/3"" Прогрессивная CMOS матрица, ИК-фильтр"	33966.0	32267.699999999997
5 мегапиксельные Wi-Fi видеокамеры					0.0
62904	DH-C5A	Wi-Fi видеокамера Dahua DH-C5A	Wi-Fi видеокамера, Dahua, DH-C5A, 5 Мп, 5V 1A, Ночной режим, Белый	17500.0	16625.0
76374	DH-T5A-PV	Wi-Fi видеокамера Dahua DH-T5A-PV	Wi-Fi видеокамера, Dahua, DH-T5A-PV, 5MP, 30 м ИК-подстветка, поддержка Micro SD до 256 Gb	31800.0	30210.0
2 мегапиксельные Wi-Fi видеокамеры					0.0
62940	DH-F2C-PV	IP видеокамера Dahua DH-F2C-PV	"IP видеокамера, Dahua, DH-F2C-PV, Wi-Fi, Цилиндрическая, CMOS-матрица 1/3"", 2 Мп, IR LED 30м, Смарт H.265+, H.264+, H.265, H.264, 12 VDC"	39100.0	37145.0
76196	DS-2CV2021G2-IDW(W)	IP Видеокамера Hikvision DS-2CV2021G2-IDW(W)	"IP Видеокамера, Hikvision, DS-2CV2021G2-IDW(W), Цилиндрическая, 1/2.7"" Progressive Scan CMOS, ИК до 30м, 2 мп, microSD до 512 ГБ, Alarm 1 вход, 1 выход , от -30 °C до 60 °C"	33966.0	32267.699999999997
82021	DS-2CV2Q21G1-IDW(4mm)(W)	IP Видеокамера Hikvision DS-2CV2Q21G1-IDW(4mm)(W)	IP Видеокамера, Hikvision, DS-2CV2Q21G1-IDW(4mm)(W)	25574.0	24295.3
3 мегапиксельные Wi-Fi видеокамеры					0.0
64566	Cell 3C All in One	Wi-Fi видеокамера Imou Cell 3C All in One	"Wi-Fi видеокамера, Imou, Cell 3C All in One, Беспроводная уличная поворотная IP видеокамера, 1/2.8"" 3 Мп CMOS, 2K FULL COLOR, Ночная съемка 15м"	41000.0	38950.0
76385	DH-F3D-PV	Wi-Fi видеокамера Dahua DH-F3D-PV	"Wi-Fi видеокамера, Dahua, DH-F3D-PV, 1/2,8"" CMOS, 3 MP, 30 м ИК-подсветка"	32900.0	31255.0
76368	DH-IPC-HFW1339DTK2-SAW-IL	Wi-Fi видеокамера Dahua DH-IPC-HFW1339DTK2-SAW-IL	Wi-Fi видеокамера, Dahua, DH-IPC-HFW1339DTK2-SAW-IL	22390.0	21270.5
4 мегапиксельные Wi-Fi видеокамеры					0.0
83795	DH-BF4CA-XL/M0508	Wi-Fi видеокамера Dahua DH-BF4CA-XL/M0508	Wi-Fi видеокамера, Dahua, DH-BF4CA-XL/M0508, цилиндрическая, 4 Мп, с солнечной панелью, IP66, 512 Гб	77810.0	73919.5
82020	DS-2CV2041G2-IDW(W)	IP Видеокамера Hikvision DS-2CV2041G2-IDW(W)(4мм)	"IP Видеокамера, Hikvision, DS-2CV2041G2-IDW(W), Матрица: 1/3"" Progressive Scan CMOS, Объектив: фиксированный 4 мм"	39960.0	37962.0
89152	DS-2CV2041G2-IDW(W)	IP Видеокамера Hikvision DS-2CV2041G2-IDW(W)(2.8мм)	"IP Видеокамера, Hikvision, DS-2CV2041G2-IDW(W), Матрица: 1/3"" Progressive Scan CMOS, Объектив: фиксированный 2.8 мм"	0.0	0.0
5 мегапиксельные Wi-Fi видеокамеры					0.0
76386	DH-F5D-PV	Wi-Fi видеокамера Dahua DH-F5D-PV	"Wi-Fi видеокамера, Dahua, DH-F5D-PV, 5 MP, 1/2.7"" CMOS, 30 м ИК-подсветка"	35900.0	34105.0
76370	DH-IPC-HFW1539DTK2-SAW-IL	Wi-Fi видеокамера Dahua DH-IPC-HFW1539DTK2-SAW-IL	Wi-Fi видеокамера, Dahua, DH-IPC-HFW1539DTK2-SAW-IL	27900.0	26505.0
8 мегапиксельные Wi-Fi видеокамеры					0.0
83800	DH-BF8CA-XL/M0508	Wi-Fi видеокамера Dahua DH-BF8CA-XL/M0508	Wi-Fi видеокамера, Dahua, DH-BF8CA-XL/M0508, цилиндрическая, 8 Мп, с солнечной панелью, IP66, 5132 Гб	96260.0	91447.0
2 мегапиксельные Wi-Fi видеокамеры					0.0
31158	Ranger 2	Wi-Fi видеокамера Imou Ranger 2	"Wi-Fi видеокамера, Imou, Ranger 2, Цвет белый, CMOS-матрица 1/2.7"", Механический ИК-фильтр, ИК-подсветка - до 10 м, Функция день/ночь, 2.0 мега., Объектив: 3-9 мм, Скор. записи: до 25/30 к/c, DC 5V 1A"	17000.0	16150.0
84337	DS-2DE2C200IWG/W(W)	IP видеокамера Hikvision DS-2DE2C200IWG/W(W)	IP видеокамера, Hikvision, DS-2DE2C200IWG/W(W), Матрица: 1/2.8 Progressive Scan CMOS, Питание: 12VDC ±10%, 1А, максимум 10Вт	36763.0	34924.85
3 мегапиксельные Wi-Fi видеокамеры					0.0
56501	Ranger RC 3MP	Wi-Fi видеокамера Imou Ranger RC 3MP	"Wi-Fi видеокамера, Imou, Ranger RC 3MP, CMOS-матрица 1/3"", ИК-подсветка - до 10 м, Функция день/ночь, 5.0 Мп, фиксированный объектив 3,6 мм, Скор. записи: до 25 к/c, DC 5V 1A"	22590.0	21460.5
62905	DH-H3A	Wi-Fi видеокамера Dahua DH-H3A	Wi-Fi видеокамера, Dahua, DH-H3A, 3 Мп, 5V 1A, Ночной режим, H.265, Белый	17500.0	16625.0
62924	DH-H3B	Wi-Fi видеокамера Dahua DH-H3B	"Wi-Fi видеокамера, Dahua, DH-H3B, CMOS-матрица 1/3,2"", 3 Мп, H.265, WDR, DWDR, 5V 1A"	18500.0	17575.0
68239	DH-H3D-3F	Wi-Fi видеокамера Dahua DH-H3D-3F	"Wi-Fi видеокамера, Dahua, DH-H3D-3F, CMOS-матрица 1/3,2"", Dual 3+3 Мп, H.265, WDR, DWDR, 5V 1A"	29234.0	27772.3
83118	DH-P3F-PV	Поворотная видеокамера Dahua DH-P3F-PV	Поворотная видеокамера, Dahua, DH-P3F-PV, 3-мегапиксельная уличная Wi-Fi сетевая камера WizColor с функцией панорамирования	39000.0	37050.0
68252	DH-P3D-3F-PV	Поворотная видеокамера Dahua DH-P3D-3F-PV	"Поворотная видеокамера, Dahua, DH-P3D-3F-PV, CMOS-Матрица, 1/2,8"", Dual 3+3 Мп, PTZ-камера,H.265+, H.265, H.264+, H.264, MJPEG"	47500.0	45125.0
64610	Cruiser SC 3MP	Wi-Fi видеокамера Imou Cruiser SC 3MP	"Wi-Fi видеокамера, Imou, Cruiser SC 3MP, CMOS-матрица 1/2.8"", Механический ИК-фильтр, ИК-подсветка - до 30 м, Функция день/ночь, Объектив: 3,6 мм, Скор. записи: до 25/30 к/c, DC 12V 1A"	31600.0	30020.0
4 мегапиксельные Wi-Fi видеокамеры					0.0
81986	DS-2DE2C400MWG/W	IP видеокамера Hikvision DS-2DE2C400MWG/W	IP видеокамера, Hikvision, DS-2DE2C400MWG/W	42457.0	40334.15
81987	DS-2DE2C400MWG-4G	IP видеокамера Hikvision DS-2DE2C400MWG-4G	IP видеокамера, Hikvision, DS-2DE2C400MWG-4G	44955.0	42707.25
5 мегапиксельные Wi-Fi видеокамеры					0.0
62908	DH-H5A	Wi-Fi видеокамера Dahua DH-H5A	Wi-Fi видеокамера, Dahua, DH-H5A, 5 Мп, 5V 1A, Ночной режим, H.265, Белый	19984.0	18984.8
62925	DH-H5B	Wi-Fi видеокамера Dahua DH-H5B	"Wi-Fi видеокамера, Dahua, DH-H5B, CMOS-матрица 1/3"", 5 Мп, H.265, WDR, DWDR, 5V 1A"	20700.0	19665.0
68256	DH-P5D-5F-PV	Поворотная видеокамера Dahua DH-P5D-5F-PV	"Поворотная видеокамера, Dahua, DH-P5D-5F-PV, CMOS-Матрица, 1/3"", Dual 5+5 Мп, PTZ-камера,H.265+, H.265, H.264+, H.264, MJPEG"	55600.0	52820.0
83119	DH-P5F-PV	Поворотная видеокамера Dahua DH-P5F-PV	"Поворотная видеокамера, Dahua, DH-P5F-PV, Wi-Fi CMOS-Матрица, 1/2,8"", 5 Мп, P-камера,H.265+, H.265, H.264+, H.264, MJPEG"	46290.0	43975.5
76388	DH-H5D-5F	Wi-Fi видеокамера Dahua DH-H5D-5F	Wi-Fi видеокамера, Dahua, DH-H5D-5F, 5 MP, 2880 x 1620, 30 м ИК-подсветка	34000.0	32300.0
76389	DH-P5AS-PV	Поворотная видеокамера Dahua DH-P5AS-PV	"Поворотная видеокамера, Dahua, DH-P5AS-PV, 1/2,7"" CMOS, 2880 x 1620, 5 MP"	36900.0	35055.0
76372	DH-P5AE-PV-4G	Поворотная видеокамера Dahua DH-P5AE-PV-4G	"Поворотная видеокамера, Dahua, DH-P5AE-PV-4G, 5MP, SMD 3.0, 1/2.8"" CMOS, 2880 х 1620, 30 м ИК-подсветка, 4G модуль"	38624.0	36692.799999999996
55147	Bulb Cam 5MP	Wi-Fi видеокамера Imou Bulb Cam 5MP	"Wi-Fi видеокамера, Imou, Bulb Cam 5MP, Лампа-камера, Цоколь Е27, CMOS-матрица 1/2.8"", Механический ИК-фильтр, ИК-подсветка - до 30 м, Функция день/ночь, Объектив: 2,8 мм, Скор. записи: до 25/30 к/c, DC 12V 1A"	30500.0	28975.0
Серверы					0.0
71388	DHI-DSS7116D	Сервер для управления видеонаблюдением Dahua DHI-DSS7116D	Сервер для управления видеонаблюдением, Dahua, DHI-DSS7116D, система для передачи и хранения потокового мультимедиа в тератек	14000000.0	13300000.0
81833	DHI-IVSS7124	Сервер Dahua DHI-IVSS7124	Сервер, Dahua, DHI-IVSS7124, 24 слота, 256 каналов, Smart, H.265 +, H.265, H.264+, H.264	1.0	0.95
62830	DHI-IVSS7112-4I	Сервер Dahua DHI-IVSS7112-4I	Сервер, Dahua, DHI-IVSS7112-4I, 12 слотов, SATA3.0, Смарт, H.265 +, H.265, H.264+, H.264	1.0	0.95
62846	DHI-IVSS7116-8I	Сервер Dahua DHI-IVSS7116-8I	Сервер, Dahua, DHI-IVSS7116-8I, 16 слотов, SATA3.0, Смарт, H.265+, H.265, H.264+, H.264	1.0	0.95
62954	DHI-IVSS7108-2I	Сервер Dahua DHI-IVSS7108-2I	Сервер, Dahua, DHI-IVSS7108-2I, 8 слотов, SATA3.0, Смарт, H.265+, H.265, H.264+, H.264	40000000.0	38000000.0
2 мегапиксельные HD видеокамеры					0.0
34315	DH-HAC-T1A21P-0280B	HDCVI видеокамера Dahua DH-HAC-T1A21P-0280B	"HDCVI видеокамера, Dahua, DH-HAC-T1A21P-0280B, купольная, CMOS-матрица 1/2,7"", Механический ИК-фильтр, ИК-подсветка - до 20 м, Функция день/ночь, 2.0 мега., 0 лк/F=2.0, Объектив: f=2,8 мм, WDR, Скор. записи: 25/30 кадров в секунду при 1080P, 25/30/50/60 кадров в секунду при 720P, 12VDC"	9347.0	8879.65
54358	DH-HAC-HDW1200CLQP-IL-A-0280B	HDCVI видеокамера Dahua DH-HAC-HDW1200CLQP-IL-A-0280B	HDCVI видеокамера, Dahua, DH-HAC-HDW1200CLQP-IL-A-0280B, купольная, 2 Мп, интеллектуальная камера с двойным светом	18420.0	17499.0
33159	DH-HAC-D3A21P-VF-2712	HDCVI видеокамера Dahua DH-HAC-D3A21P-VF-2712	"HDCVI видеокамера, Dahua, DH-HAC-D3A21P-VF-2712, Купольная, Вариофокальная, Матрица 1/2.7"" CMOS. 2Мп. разрешение 19201080 (25/30к/с - 1080Р. 25/30/50/60к/с - 720P). вариофокальный объектив 2.7~12мм. угол обзора 106°~33°. класс защиты IP67. питание 12V ± 30%. потребл.мощность 4.6W"	27770.0	26381.5
5 и более мегапиксельные HD видеокамеры					0.0
38655	DH-HAC-T1A51P-0280B	Купольная видеокамера Dahua DH-HAC-T1A51P-0280B	"Купольная видеокамера, Dahua, DH-HAC-T1A51P-0280B, 5MP, 1/2.7"" CMOS, 20 м"	12550.0	11922.5
86058	DH-HAC-T1A51P-U	HDCVI видеокамера Dahua DH-HAC-T1A51P-U	"HDCVI видеокамера, Dahua, DH-HAC-T1A51P-U, Купольная, 5MP, 1/2.7"" CMOS, 20 м"	13809.0	13118.55
53122	DH-HAC-HDW1500CLQP-IL-A-0280B	HDCVI видеокамера Dahua DH-HAC-HDW1500CLQP-IL-A-0280B	HDCVI видеокамера, Dahua, DH-HAC-HDW1500CLQP-IL-A-0280B, Купольная HDCVI-видеокамера Starlight. 5Мп. 1/2.7” CMOS	18400.0	17480.0
8 мегапиксельные HD видеокамеры					0.0
55823	DH-HAC-HDW1801TLQP-0280B	HDCVI видеокамера Dahua DH-HAC-HDW1801TLQP-0280B	HDCVI видеокамера, Dahua, DH-HAC-HDW1801TLQP-0280B, купольная, 4K Eyeball с ИК-подсветкой	26750.0	25412.5
2 мегапиксельные HD видеокамеры					0.0
34316	DH-HAC-B1A21P-0280B	Цилиндрическая видеокамера Dahua DH-HAC-B1A21P-0280B	"Цилиндрическая видеокамера, Dahua, DH-HAC-B1A21P-0280B, Датчик изображения	1/2.7"" CMOS, Система сканирования	Прогрессивная, Фокусное расстояние	2.8мм"	9347.0	8879.65
54357	DH-HAC-HFW1200CLP-IL-A-0280B	HDCVI видеокамера Dahua DH-HAC-HFW1200CLP-IL-A-0280B	HDCVI видеокамера, Dahua, DH-HAC-HFW1200CLP-IL-A-0280B, цилиндрическая, 2 Мп, смарт-камера с двойным светом	12650.0	12017.5
87772	DH-HAC-HFW1200RLP-IL-T	HDCVI видеокамера Dahua DH-HAC-HFW1200RLP-IL-T	HDCVI видеокамера, Dahua, DH-HAC-HFW1200RLP-IL-T, цилиндрическая, 2 Мп, смарт-камера с двойным светом	21400.0	20330.0
33151	DH-HAC-B4A21P-VF-2712	HDCVI видеокамера Dahua DH-HAC-B4A21P-VF-2712	"HDCVI видеокамера, Dahua, DH-HAC-B4A21P-VF-2712, Цилиндрическая, вариофокальная, CMOS-матрица 1/2.7"", Механический ИК-фильтр, ИК-подсветка - до 40 м, Функция день/ночь, 2.0 мега., Объектив: f= 2.7-12 мм, Разрешения видеосигнала: 1080P (1920  1080), 12VDC"	27770.0	26381.5
5 и более мегапиксельные HD видеокамеры					0.0
37883	DH-HAC-B1A51P-0280B	HDCVI видеокамера Dahua DH-HAC-B1A51P-0280B	"HDCVI видеокамера, Dahua, DH-HAC-B1A51P-0280B, Цилиндрическая, 1/2.7 ""CMOS, 5 МП, Максимум. разрешение 2880 (В)  1620 (В). Система сканирования Прогрессивный. Габаритные размеры 69.8 мм  69.8 мм  149.3 мм. Вес нетто 0.15 кг."	12750.0	12112.5
86057	DH-HAC-B1A51P-U	HDCVI видеокамера Dahua DH-HAC-B1A51P-U	"HDCVI видеокамера, Dahua, DH-HAC-B1A51P-U, Цилиндрическая, 1/2.7 ""CMOS, 5 МП, Максимум. разрешение 2880 (В)  1620 (В). Система сканирования Прогрессивный. Габаритные размеры 69.8 мм  69.8 мм  149.3 мм. Вес нетто 0.15 кг."	13809.0	13118.55
53094	DH-HAC-HFW1500CLP-IL-A-0280B	HDCVI видеокамера Dahua DH-HAC-HFW1500CLP-IL-A-0280B	HDCVI видеокамера, Dahua, DH-HAC-HFW1500CLP-IL-A-0280B, Уличная цилиндрическая HDCVI-видеокамера Starlight. 5Мп. 1/2.7” CMOS	18400.0	17480.0
54943	DH-HAC-B3A51P-Z-2712	HDCVI видеокамера Dahua DH-HAC-B3A51P-Z-2712	"HDCVI видеокамера, Dahua, DH-HAC-B3A51P-Z-2712, цилиндрическая, CMOS-матрица 1/2.7"", ИК-подсветка - до 40 м, 5 Мп, 2.7-12 мм"	44400.0	42180.0
8 мегапиксельные HD видеокамеры					0.0
69880	DH-HAC-HFW1801CP	HDCVI видеокамера Dahua DH-HAC-HFW1801CP	HDCVI видеокамера, Dahua, DH-HAC-HFW1801CP, 4К CMOS, IR 30 м, 12 VDC	23000.0	21850.0
55822	DH-HAC-HFW1801CP-0280B	HDCVI видеокамера Dahua DH-HAC-HFW1801CP-0280B	HDCVI видеокамера, Dahua, DH-HAC-HFW1801CP-0280B, цилиндрическая, 4K с ИК-подсветкой	23000.0	21850.0
4 канальные HD видеорегистраторы					0.0
37466	DH-XVR1B04H-I	Гибридный видеорегистратор Dahua DH-XVR1B04H-I	Гибридный видеорегистратор, Dahua, DH-XVR1B04H-I, 4 канала, Аналог, HDCVI, TVI, AHD, IP, Квадруплекс, Разрешение записи: 4K, 6Мп, 5Мп, 4Мп, 3Мп, 4M-N, 1080P, 720P, 960H, D1, CIF, Выходы видео: 1 HDMI, 1 VGA, Хранение информации: 1 SATA до 6Тб, Поддержка мобильных платформ: IOS, Android	36630.0	34798.5
86062	DH-XVR1B04H-I/T	Гибридный видеорегистратор Dahua DH-XVR1B04H-I/T	Гибридный видеорегистратор, Dahua, DH-XVR1B04H-I/T, 4 канала, Аналог, HDCVI, TVI, AHD, IP, Квадруплекс, Разрешение записи: 4K, 6Мп, 5Мп, 4Мп, 3Мп, 4M-N, 1080P, 720P, 960H, D1, CIF, Выходы видео: 1 HDMI, 1 VGA, Хранение информации: 1 SATA до 6Тб, Поддержка мобильных платформ: IOS, Android	36630.0	34798.5
37867	DH-XVR1B04-I	Гибридный видеорегистратор Dahua DH-XVR1B04-I	Гибридный видеорегистратор, Dahua, DH-XVR1B04-I, 4 канала, Аналог, HDCVI, TVI, AHD, IP, Квадруплекс, Поддержка мобильных платформ: IOS, Android	26610.0	25279.5
83120	DH-XVR1B04-I/T	Гибридный видеорегистратор Dahua DH-XVR1B04-I/T	Гибридный видеорегистратор, Dahua, DH-XVR1B04-I/T, 4 канала, Аналог, HDCVI, TVI, AHD, IP, Квадруплекс, Разрешение записи: 1080P, 720P,Выходы видео: 1 HDMI, 1 VGA, Поддержка мобильных платформ: IOS, Android	26610.0	25279.5
44104	DH-XVR5104HS-I3	Гибридный видеорегистратор Dahua DH-XVR5104HS-I3	Гибридный видеорегистратор, Dahua, DH-XVR5104HS-I3, Двухпотоковое сжатие видео H.265 + / H.265, Поддерживает видеовходы HDCVI / AHD / TVI / CVBS / IP, Макс.6 каналов входов IP-камеры, каждый канал до 6MP	63560.0	60382.0
45314	DH-XVR5104H-4KL-I3	Гибридный видеорегистратор Dahua DH-XVR5104H-4KL-I3	Гибридный видеорегистратор, Dahua, DH-XVR5104H-4KL-I3, 4 канала, Аналог, HDCVI, TVI, AHD, CVBS, IP, Квадруплекс, Разрешение записи: 4K, 6MP, 5MP, 4K-N, 4MP, 3MP, 4M-N, 1080P, 720P, 960H, D1, CIF, Выходы видео: 1 x VGA, 1 x HDMI, Хранение информации: 1 SATA HDD 10 ТБ, Поддержка мобильных платформ: IOS, Android и пр	104590.0	99360.5
8 канальные HD видеорегистраторы					0.0
37468	DH-XVR1B08H-I	Гибридный видеорегистратор Dahua DH-XVR1B08H-I	Гибридный видеорегистратор, Dahua, DH-XVR1B08H-I, 8 каналов, Аналог, HDCVI, TVI, AHD, IP, Квадруплекс, Разрешение записи: 4K, 6Мп, 5Мп, 4Мп, 3Мп, 4M-N, 1080P, 720P, 960H, D1, CIF, Выходы видео: 1 HDMI, 1 VGA, Хранение информации: 1 SATA до 6Тб, Поддержка мобильных платформ: IOS, Android и пр	58850.0	55907.5
38662	DH-XVR1B08-I	Гибридный видеорегистратор Dahua DH-XVR1B08-I	Гибридный видеорегистратор, Dahua, DH-XVR1B08-I, 8-канальный Penta-brid 1080N/720p Cooper 1U 1HDD WizSense	36850.0	35007.5
